DB file ID,Turbo,Rating,Origin,Year,Decade,Mass,Model,Version,RefCount,Author,Class,vehFile,Type,Aero,Aids,F/R/4WD,originalFolder,Continent,Manufacturer,Category,Scene Description,GraphicDetailsFactor,URL,Gearshift,AIstrengthFactor,tType,Name,ID,Country,Flags,MinVersion,Track Name
FVR V8Supercars MB,0,,1,,,1410,V8Supercars Mb,6.5,1,FVRFactor,,EMS4_AU14.VEH,2,1,,REAR,Installed\vehicles\FVR V8Supercars MB\6.5,,Fvr,10,,,www.fvrfactor.com,H6,,Touring,FVR V8Supercars MB,,,271593472,,
FVR V8Supercars NA,0,,1,,,1410,V8Supercars Na,6.5,1,FVRFactor,,JDR15_AU14.VEH,2,1,,REAR,Installed\vehicles\FVR V8Supercars NA\6.5,,Fvr,10,,,www.fvrfactor.com,H6,,Touring,FVR V8Supercars NA,,,271593472,,
FVR V8Supercars VF,0,,1,,,1410,V8Supercars Vf,6.5,1,FVRFactor,,BJR8_AU14.VEH,2,1,,REAR,Installed\vehicles\FVR V8Supercars VF\6.5,,Fvr,10,,,www.fvrfactor.com,H6,,Touring,FVR V8Supercars VF,,,271593472,,
FVR V8Supercars VO,0,,1,,,1410,V8Supercars Vo,6.5,1,FVRFactor,,GRM33_AU14.VEH,2,1,,REAR,Installed\vehicles\FVR V8Supercars VO\6.5,,Fvr,10,,,www.fvrfactor.com,H6,,Touring,FVR V8Supercars VO,,,271593472,,
GP3 Series,0,,1,,,660,Series,2.25,1,Slow Motion Group,,GP3_16_09.VEH,2,1,,REAR,Installed\vehicles\GP3 Series\2.25,,GP3,6,,,,Paddles,,Open,GP3 Series,,,270536704,,
Historic Challenge_EVE_1968,0,,0,1968,1960-,,Challenge,2,3,Studio 397?,,MS10_7.VEH,2,1,,REAR,Installed\vehicles\historic challenge_eve_1968\2.00,,Eve,0,,,,Paddles,,,Historic Challenge_EVE_1968,AAA9999,,271593472,,
Historic Challenge_spark_1968,0,,0,1968,1960-,,Challenge,2,3,Studio 397?,,SPARKF1_32.VEH,2,1,,REAR,Installed\vehicles\historic challenge_spark_1968\2.00,,Spark,0,,,,Paddles,,,Historic Challenge_spark_1968,AAA9999,,271593472,,
HondaCivicBTCC_2013,0,,0,2013,2010-,,Civic,1.99,6,Studio 397?,BTCC,CIVIC_BTCC_6.VEH,2,1,,REAR,Installed\vehicles\HondaCivicBTCC_2013\1.99,,Honda,0,,,,Paddles,,,HondaCivicBTCC_2013,AAA9999,,271593472,,
Howston_DISS_1974,0,,0,1974,1970-,,Diss,1.94,1,Studio 397?,,DISS_52.VEH,2,1,,REAR,Installed\vehicles\howston_diss_1974\1.94,,Howston,0,,,,Paddles,,,Howston_DISS_1974,AAA9999,,270536704,,
Howston_G4_1967_Endurance,1,,3,1967,1960-,1088,G4 Endurance,1.51,1,"woochoo, & ISI/S397",,HG4_1967ENDUR_44.VEH,2,0,,REAR,Installed\vehicles\howston_g4_1967_endurance\1.51,,Howston,7,,,,H4,,Prototype,Howston_G4_1967_Endurance,,,271593472,,
Howston_G4_1968,0,,0,1968,1960-,,G4,1.96,1,Studio 397?,,HG4_14.VEH,2,1,,REAR,Installed\vehicles\howston_g4_1968\1.96,,Howston,0,,,,Paddles,,,Howston_G4_1968,AAA9999,,271593472,,
Howston_G6_1968,0,,0,1968,1960-,,G6,1.96,1,Studio 397?,,HG6_11.VEH,2,1,,REAR,Installed\vehicles\howston_g6_1968\1.96,,Howston,0,,,,Paddles,,,Howston_G6_1968,AAA9999,,271593472,,
ISI_Boxmaster_2015,1,,1,2015,2010-,4700,Boxmaster,0.99,1,ISI,,MT55_01.VEH,2,0,,REAR,Installed\vehicles\ISI_Boxmaster_2015\0.99,,Boxmaster,5,,,http://rfactor.net/downloads/getmod.php,H6,,Novel,ISI_Boxmaster_2015,,,270536768,1036,
ISI_Honda_NSX_1991,0,,2,1991,1990-,1260,Nsx,1,1,ISI - Third Party,,NSXR_BLUE.VEH,2,0,,REAR,Installed\vehicles\ISI_Honda_NSX_1991\1.00,,Honda,9,,,http://rfactor.net/downloads/getmod.php,H5,,Street,ISI_Honda_NSX_1991,,,270536704,,
ISI_KodiZR_2005,0,,2,2005,2000-,1280,ZR,1,1,ISI,,DRD_ZR25.VEH,2,1,,REAR,Installed\vehicles\ISI_KodiZR_2005\1.00,,Kodi,9,,,http://rfactor.net/downloads/getmod.php,H5,,Street,ISI_KodiZR_2005,,,270536768,998,
ISI_MercedesSLS_SafetyCar_2012,0,,0,2012,2010-,1714,SLS Safety Car,1.47,1,,,SLSSAFETYCAR01.VEH,2,1,,REAR,Installed\vehicles\ISI_MercedesSLS_SafetyCar_2012\1.47,,Mercedes,0,,,,Paddles,,,ISI_MercedesSLS_SafetyCar_2012,,,270536704,,
ISI_Renault_Formula35_2010,0,,1,2010,2010-,703,Formula35,1.44,1,ISI,,FR35_28.VEH,2,1,,REAR,Installed\vehicles\ISI_Renault_Formula35_2010\1.44,,Renault,6,,,http://rfactor.net/downloads/getmod.php,Paddles,,Open,ISI_Renault_Formula35_2010,,,270536704,,
ISI_SkipBarber_2013,1,,1,2013,2010-,629,Skipbarber,1.54,1,ISI,,SKIPBARBER_77B.VEH,2,0,,REAR,Installed\vehicles\ISI_SkipBarber_2013\1.54,,Skip Barber,6,,,http://rfactor.net/downloads/getmod.php,H5,,Open,ISI_SkipBarber_2013,,,270536704,,
Kart cup_2014,0,,0,2014,2010-,,Cup,1.92,2,Studio 397?,,K100_02.VEH,2,1,,REAR,Installed\vehicles\Kart cup_2014\1.92,,Kart,0,,,,Paddles,,,Kart cup_2014,AAA9999,,271593472,,
LegacyGT300,1,,3,,,1225,GT300,1.1,1,"Mexes, Izukon, NeverKrash and Lasse Ougaard",GT3,LEGACYGT300_0962.VEH,2,1,,REAR,Installed\vehicles\LegacyGT300\1.10,,Legacy,3,,,,Paddles,,GT,LegacyGT300,,,2101248,,
Lola_T70_Spyder,0,,3,1970,1970-,814,T70 Spyder,1.0.5,1,crossplymods@gmail.com,,MK1_8.VEH,2,0,,REAR,Installed\vehicles\lola_t70_spyder\1.0.5,,Lola,7,,,,H4,,Prototype,Lola_T70_Spyder,,,271593472,,
MAK-Corp_Group_C,1,,1,,,980,Group C,1.1,1,MAK-Corp,,MAZDA_56.VEH,2,1,,REAR,Installed\vehicles\mak-corp_group_c\1.1,,Mak-Corp,7,,,http://www.mak-corp.com.au/,Paddles,,Prototype,MAK-Corp_Group_C,,,270536704,,
March_M761_1976,0,,0,1976,1970-,,M761,2.05,1,Studio 397?,,M761_09.VEH,2,1,,REAR,Installed\vehicles\March_M761_1976\2.05,,March,0,,,,Paddles,,,March_M761_1976,AAA9999,,270536704,,
Marussia_2012,0,,0,2012,2010-,,Marussia,1.94,1,Studio 397?,,MR01_24.VEH,2,1,,REAR,Installed\vehicles\Marussia_2012\1.94,,Marussia,0,,,,Paddles,,,Marussia_2012,AAA9999,,270536704,,
McLaren M4B,0,,0,,,573,M4B,1,2,The Garage,,M4B_14.VEH,2,0,,REAR,Installed\vehicles\mclaren m4b\1.0,,McLaren,6,,,,H5,,Open,McLaren M4B,,,271593472,,
McLaren_650S_GT3_2017,0,,0,2017,2010-,,650S,2.43,1,Studio 397?,GT3,55TEAMREDL876D95D8.VEH,2,1,,REAR,Installed\vehicles\McLaren_650S_GT3_2017\2.43,,McLaren,0,,,,Paddles,,,McLaren_650S_GT3_2017,AAA9999,,270569473,,
McLaren_M23_1975,0,,0,1975,1970-,,M23,1.01,1,Studio 397?,,M23_11.VEH,2,1,,REAR,Installed\vehicles\McLaren_M23_1975\1.01,,McLaren,0,,,,Paddles,,,McLaren_M23_1975,AAA9999,,270536704,,
McLaren_MP4_13_1998,0,,3,1998,1990-,,MP4/13,1998.2,1,Studio 397?,,MP413T_5C0FFBCD2.VEH,2,1,,REAR,Installed\vehicles\McLaren_MP4_13_1998\1998.2,,McLaren,6,,,www.RGPL.eu,Paddles,,Open,McLaren_MP4_13_1998,AAA9999,,270569473,,
McLaren_MP4_8_1993,0,,0,1993,1990-,,MP4/8,1.07,1,Studio 397?,,MP48_8.VEH,2,1,,REAR,Installed\vehicles\McLaren_MP4_8_1993\1.07,,McLaren,0,,,,Paddles,,,McLaren_MP4_8_1993,AAA9999,,270536704,,
Mercedes_AMG_GT3_2017,0,,0,2017,2010-,,AMG,2.51,1,Studio 397?,GT3,1AJIRA937639EE.VEH,2,1,,REAR,Installed\vehicles\Mercedes_AMG_GT3_2017\2.51,,Mercedes,0,,,,Paddles,,,Mercedes_AMG_GT3_2017,AAA9999,,270569473,,
Metalmoro MR1,1,,3,,,840,MR1,1.42,1,Slow Motion Group,,MR1_31.VEH,2,1,,REAR,Installed\vehicles\Metalmoro MR1\1.42,,Metalmoro,7,,,,Paddles,,Prototype,Metalmoro MR1,,,270536704,,
Nissan_370z_2012,0,,0,2012,2010-,,370Z,1.93,1,Studio 397?,,370Z_11.VEH,2,1,,REAR,Installed\vehicles\Nissan_370z_2012\1.93,,Nissan,0,,,,Paddles,,,Nissan_370z_2012,AAA9999,,271593472,,
Nissan_GT500_2013,0,,0,2013,2010-,,GT500,1.96,1,Studio 397?,,SUPERGT_1.VEH,2,1,,REAR,Installed\vehicles\Nissan_GT500_2013\1.96,,Nissan,0,,,,Paddles,,,Nissan_GT500_2013,AAA9999,,270536704,,
Nissan_GTR_2011,0,,0,2011,2010-,,GTR,1.93,1,Studio 397?,,NGTR_03.VEH,2,1,,REAR,Installed\vehicles\Nissan_GTR_2011\1.93,,Nissan,0,,,,Paddles,,,Nissan_GTR_2011,AAA9999,,270536704,,
Norma_M30-LMP3_2017,0,,0,2017,2010-,,M30,1.77,1,Studio 397?,LMP3,10ALTED25A742.VEH,2,1,,REAR,Installed\vehicles\Norma_M30-LMP3_2017\1.77,,Norma,0,,,,Paddles,,,Norma_M30-LMP3_2017,AAA9999,,270569473,,
Oreca_07_LMP2_2017,0,,0,2017,2010-,,7,1.69,1,Studio 397?,LMP2,85_JDC_ALTC562C0FF.VEH,2,1,,REAR,Installed\vehicles\Oreca_07_LMP2_2017\1.69,,Oreca,0,,,,Paddles,,,Oreca_07_LMP2_2017,AAA9999,,270569473,,
Palatov_D4,1,,3,,,443,D4,1.95,5,Slow Motion Group,,DP4_TDSE_187.VEH,2,1,,REAR,Installed\vehicles\Palatov_D4\1.95,,Palatov,7,,,,Paddles,,Prototype,Palatov_D4,,,271593472,,
Panoz_AIV_Roadster_1999,0,,0,1999,1990-,1240,AIV Roadster,1.2,1,,,PANOZ_ROADSTER_02.VEH,2,0,,REAR,Installed\vehicles\Panoz_AIV_Roadster_1999\1.2,,Panoz,0,,,,H5,,,Panoz_AIV_Roadster_1999,,,270536704,,
PM3DM_PrimeraBTCC,0,,0,,,1055,Primera,0.7,1,,BTCC,PBTCC_9704.VEH,2,0,,FRONT,Installed\vehicles\PM3DM_PrimeraBTCC\0.70,,Pm3Dm,0,,,,Paddles,,,PM3DM_PrimeraBTCC,,,270536704,,
Porsche_991RSR_GTE_2017,0,,0,2017,2010-,,991 RSR,1.93,1,Studio 397?,GTE,78KCMGALTB0600FA2.VEH,2,1,,REAR,Installed\vehicles\Porsche_991RSR_GTE_2017\1.93,,Porsche,0,,,,Paddles,,,Porsche_991RSR_GTE_2017,AAA9999,,270569473,,
Radical_RXC_GT3_2017,0,,0,2017,2010-,,RXC,2.53,1,Studio 397?,GT3,R_RXC-GT3_90CBBFFC.VEH,2,1,,REAR,Installed\vehicles\Radical_RXC_GT3_2017\2.53,,Radical,0,,,,Paddles,,,Radical_RXC_GT3_2017,AAA9999,,270569473,,
Radical_SR3-RSX_2017,0,,0,2017,2010-,,SR3-RSX,2,1,Studio 397?,,SR3_LD_48.VEH,2,1,,REAR,Installed\vehicles\Radical_SR3-RSX_2017\2.00,,Radical,0,,,,Paddles,,,Radical_SR3-RSX_2017,AAA9999,,270536704,,
Renault_MeganeTrophyII_2013,0,,0,2013,2010-,,Megane Trophy II,1.95,1,Studio 397?,,MT2013_20.VEH,2,1,,REAR,Installed\vehicles\Renault_MeganeTrophyII_2013\1.95,,Renault,0,,,,Paddles,,,Renault_MeganeTrophyII_2013,AAA9999,,270536704,,
rF2r_Superkart,0,,0,,,,Superkart,1328,1,sangreone,,01.VEH,2,1,,REAR,Installed\vehicles\rF2r_Superkart\1328,,Rf2R,4,,,www.rfactor2race.com,Paddles,,,rF2r_Superkart,,,3145728,,
SC2015_2015,0,,0,2015,2010-,,Safety Car,1.96,1,Studio 397?,,SC2015_31.VEH,2,1,,REAR,Installed\vehicles\SC2015_2015\1.96,,Sc,0,,,,Paddles,,,SC2015_2015,AAA9999,,270536704,,
SMCClio2016,1,,1,2016,2010-,1160,Clio,1.43,1,SIMCO,,SMC_CC_BRINK.VEH,2,1,,FRONT,Installed\vehicles\SMCClio2016\1.43,,Renault,10,,,www.simcompany.hu,Paddles,,Touring,SMCClio2016,,,3149824,,
STK 488 GT3,1,,0,,,1320,488,1.2,1,,GT3,488_GT3_16037AG.VEH,2,1,,REAR,Installed\vehicles\STK 488 GT3\1.20,,Ferrari,0,,,,Paddles,,,STK 488 GT3,,,270536704,,
STK 991 GT3-R,0,,0,,,1375,991,1.2,1,,GT3,991GT3R_16099GT.VEH,2,1,,REAR,Installed\vehicles\STK 991 GT3-R\1.20,,Porsche,0,,,,Paddles,,,STK 991 GT3-R,,,270536704,,
STK AMG GT3,0,,0,,,1385,Amg,1.2,1,,GT3,16001_AMG_GT3.VEH,2,1,,REAR,Installed\vehicles\STK AMG GT3\1.20,,AMG,0,,,,Paddles,,,STK AMG GT3,,,270536704,,
STK Bentley GT3,1,,0,,,1375,Bentley,1.2,1,,GT3,BENTLEY_GT3_15007.VEH,2,1,,REAR,Installed\vehicles\STK Bentley GT3\1.20,,Bentley,0,,,,Paddles,,,STK Bentley GT3,,,270536704,,
STK BMW M6 GT3,1,,0,,,1375,M6,1.2,1,,GT3,M6_GT3_17007A_B12HR.VEH,2,1,,REAR,Installed\vehicles\STK BMW M6 GT3\1.20,,BMW,0,,,,Paddles,,,STK BMW M6 GT3,,,270536704,,
STK Camaro GT3,0,,0,,,1385,Camaro,1.2,1,,GT3,12YACORACING34.VEH,2,1,,REAR,Installed\vehicles\STK Camaro GT3\1.20,,Chevrolet,0,,,,Paddles,,,STK Camaro GT3,,,270536704,,
STK Huracan GT3,0,,0,,,1360,Huracan,1.2,1,,GT3,15063GT_HURACAN_GT3.VEH,2,1,,REAR,Installed\vehicles\STK Huracan GT3\1.20,,Lamborghini,0,,,,Paddles,,,STK Huracan GT3,,,270536704,,
STK Mcl.650s GT3,1,,0,,,1320,650S,1.2,1,,GT3,MCL_650S_16011.VEH,2,1,,REAR,Installed\vehicles\STK Mcl.650s GT3\1.20,,McLaren,0,,,,Paddles,,,STK Mcl.650s GT3,,,270536704,,
SuperCharged_Miata_Level1,0,,1,,,1036,Miata Level1,1.32,1,PlickBadger,,SPCL173.VEH,2,1,,REAR,Installed\vehicles\SuperCharged_Miata_Level1\1.32,,Supercharged,10,,,http://getmod.srrs-racing.net/getmod.php/PlickBadger,H6,,Touring,SuperCharged_Miata_Level1,,,3149824,,
Supra_Drift,1,,2,,,1340,Supra,0.8,1,"Some1,Niels Heusinkveld and rstRmods",,CHUCKY.VEH,2,0,,REAR,Installed\vehicles\Supra_Drift\0.8,,Toyota,9,,,,H4,,Street,Supra_Drift,,,270536704,,
T70 MkIIIb,0,,0,1970,1970-,,T70 MkIIIB,1,1,Billy Blaze,,G4_01.VEH,2,1,,REAR,Installed\vehicles\t70 mkiiib\1.0,,Lola,7,,,,Paddles,,Prototype,T70 MkIIIb,,,271593472,,
Tatuus_F3_T318_2018,0,,0,2018,2010-,,T318,1.03,1,Studio 397?,F3,ASIA_F3_SU31CE5C3B.VEH,2,1,,REAR,Installed\vehicles\Tatuus_F3_T318_2018\1.03,,Tatuus,0,,,,Paddles,,,Tatuus_F3_T318_2018,AAA9999,,270536704,,
Tatuus_F4_2018,0,,0,2018,2010-,,F4,1.03,1,Studio 397?,,F4 SMP RACD6B9DF14.VEH,2,1,,REAR,Installed\vehicles\Tatuus_F4_2018\1.03,,Tatuus,0,,,,Paddles,,,Tatuus_F4_2018,AAA9999,,270536704,,
Tatuus_FT-50_2018,0,,0,2018,2010-,,Ft-50,1.03,1,Studio 397?,,LAUNCH_LIVC53ED9DF.VEH,2,1,,REAR,Installed\vehicles\Tatuus_FT-50_2018\1.03,,Tatuus,0,,,,Paddles,,,Tatuus_FT-50_2018,AAA9999,,270536704,,
Tatuus_PM-18_2018,0,,0,2018,2010-,,Pm-18,1.03,2,Studio 397?,,02JUNCOS97731899.VEH,2,1,,REAR,Installed\vehicles\Tatuus_PM-18_2018\1.03,,Tatuus,0,,,,Paddles,,,Tatuus_PM-18_2018,AAA9999,,2101248,,
Tatuus_USF-17_2018,0,,0,2018,2010-,,Usf-17,1.03,1,Studio 397?,,01USF_LAUNACFFF9BE.VEH,2,1,,REAR,Installed\vehicles\Tatuus_USF-17_2018\1.03,,Tatuus,0,,,,Paddles,,,Tatuus_USF-17_2018,AAA9999,,270536704,,
ToyotaCelicaGTO_1986,1,,1,1986,1980-,1066,Celica GTO,1.97,1,,,CELICA_44.VEH,2,1,,REAR,Installed\vehicles\toyotacelicagto_1986\1.97,,Toyota,3,,,,H5,,GT,ToyotaCelicaGTO_1986,,,270536704,,
USF2000_2016,0,,0,2016,2010-,,USF2000,1.94,1,Studio 397?,,USF2000_22.VEH,2,1,,REAR,Installed\vehicles\USF2000_2016\1.94,,USF2000,0,,,,Paddles,,,USF2000_2016,AAA9999,,270536704,,
Melbourne_2013GP,,,1,2013,2010-,,,1,1,Frenky,,,1,,,,Installed\locations\2013_Melbourne\1.0,Oceania,,57,Melbourne_2013GP,,http://www.racerfactor.com,,,Temporary,Melbourne_2013GP,,Australia,3145728,,Melbourne GP
MONACO_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_MONACO\1.0,Europe,,57,MONACO_GP,,http://racerfactor.com/es/,,,Temporary,MONACO_GP,,,3145728,,Monaco GP
MONTREAL_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_MONTREAL\1.0,North America,,55,MONTREAL_GP,,,,,Permanent,MONTREAL_GP,,,3145728,,Montreal GP
Monza_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_MONZA\1.0,Europe,,55,Monza_GP,,http://www.racerfactor.com,,,Permanent,Monza_GP,,Ireland,3145728,,Monza GP
Silverstone_GTLayout,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_Silverstone\1.0,Europe,,55,Silverstone_GTLayout,,http://rfactor.net/downloads/getmod.php,,,Permanent,Silverstone_GTLayout,AAA9999,United Kingdom,3145728,356,Silverstone Gtlayout
Silverstone_International,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_Silverstone\1.0,Europe,,55,Silverstone_International,,http://rfactor.net/downloads/getmod.php,,,Permanent,Silverstone_International,AAA9999,United Kingdom,3145728,356,Silverstone International
Silverstone_National,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_Silverstone\1.0,Europe,,55,Silverstone_National,,http://rfactor.net/downloads/getmod.php,,,Permanent,Silverstone_National,AAA9999,United Kingdom,3145728,356,Silverstone National
SINGAPUR_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_SINGAPORE\1.0,Asia,,57,SINGAPUR_GP,,,,,Temporary,SINGAPUR_GP,,No Lat,3145728,,Singapur GP
BARCELONA_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_SPAIN\1.0,Europe,,55,BARCELONA_GP,,http://getmod.srrs-racing.net/getmod.php/~IsR~Barabba,,,Permanent,BARCELONA_GP,,Spain,3145728,,Barcelona GP
SUZUKA,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_SUZUKA\1.0,Asia,,55,SUZUKA,,,,,Permanent,SUZUKA,,Japan,3145728,,Suzuka
COTA_GP,,,1,,,,,1,1,Frenky,,,1,,,,Installed\locations\2013_USA\1.0,North America,,55,COTA_GP,,,,,Permanent,COTA_GP,,United States,3145728,,COTA GP
Bathurst,,,3,,,,,1.02,3,mianiak,,,1,,,,Installed\locations\3pa_bathurst_2014\1.02,Oceania,,57,Bathurst,,http://rfactor.net/downloads/getmod.php,,,Temporary,Bathurst,,Australia,271593472,,Bathurst
Matsusaka_East,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_East,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_East,,Japan,271593472,,Matsusaka East
Matsusaka_GP,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_GP,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_GP,,Japan,271593472,,Matsusaka GP
Matsusaka_International,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_International,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_International,,Japan,271593472,,Matsusaka International
MATSUSAKA_Intl_Old_Chicane,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,MATSUSAKA_Intl_Old_Chicane,,http://rfactor.net/downloads/getmod.php,,,Permanent,MATSUSAKA_Intl_Old_Chicane,,Japan,271593472,,Matsusaka Intl Old Chicane
Matsusaka_Intl_West_Chicane,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_Intl_West_Chicane,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_Intl_West_Chicane,,Japan,271593472,,Matsusaka Intl West Chicane
Matsusaka_Motorcycle,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_Motorcycle,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_Motorcycle,,Japan,271593472,,Matsusaka Motorcycle
Matsusaka_West,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_West,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_West,,Japan,271593472,,Matsusaka West
Matsusaka_West_West_Chicane,,,3,,,,,1,3,"woochoo, & ISI",,,1,,,,Installed\locations\3PA_Matsusaka_2015\1.00,Asia,,55,Matsusaka_West_West_Chicane,,http://rfactor.net/downloads/getmod.php,,,Permanent,Matsusaka_West_West_Chicane,,Japan,271593472,,Matsusaka West West Chicane
60SHOCKENHEIM,,,3,1960,1960-,,,0.85,3,,,,1,,,,Installed\locations\60sHockenheim\0.85,Europe,,55,60SHOCKENHEIM,,,,,Permanent,60SHOCKENHEIM,,Germany,3158016,,Hockenheim
70SGLEN,,,2,1970,1970-,,,0.14dx,2,"motorfx,philrob rf1,gtl,gtr2,rf2",,,1,,,,Installed\locations\70sWatkinsGlen\0.14dx,North America,,55,70SGLEN,,,,,Permanent,70SGLEN,1412,United States,3158016,,Watkins Glen
ADELAIDE,,,0,,,,,1.07,1,,,,1,,,,Installed\locations\adelaide_street_circuit\1.07,Oceania,,57,ADELAIDE,,,,,Temporary,ADELAIDE,,Australia,270536704,,Adelaide
ADR2016,,,3,2016,2010-,,,1.02,2,ƒab,,,1,,,,Installed\locations\AnneauduRhin2016\1.02,Europe,,55,ADR2016,,,,,Permanent,ADR2016,,France,271593472,,Adr
Aquitania,,,2,,,,,1.1,2,"R07 conv Corti,DX11 and update prob",,,1,,,,Installed\locations\Aquitania\1.1,Europe,,57,Aquitania,,,,,Temporary,Aquitania,,France,3149824,,Aquitania
_output,,,2,,,,,1.1,2,"R07 conv Corti,DX11 and update prob",,,1,,,,Installed\locations\Aquitania\1.1,Europe,,57,_output,,,,,Temporary,_output,,France,3149824,,Output
AtlantaMP_KT_A,,,0,,,,,1.28,3,,,,1,,,,Installed\locations\AtlantaMP_2014\1.28,North America,,0,AtlantaMP_KT_A,,,,,,AtlantaMP_KT_A,AAA9999,United States,271593472,,Atlantamp Kt A
AtlantaMP_KT_B,,,0,,,,,1.28,3,,,,1,,,,Installed\locations\AtlantaMP_2014\1.28,North America,,0,AtlantaMP_KT_B,,,,,,AtlantaMP_KT_B,AAA9999,United States,271593472,,Atlantamp Kt B
AtlantaMP_KT_BPlus,,,0,,,,,1.28,3,,,,1,,,,Installed\locations\AtlantaMP_2014\1.28,North America,,0,AtlantaMP_KT_BPlus,,,,,,AtlantaMP_KT_BPlus,AAA9999,United States,271593472,,Atlantamp Kt Bplus
AtlantaMP_KT_C,,,0,,,,,1.28,3,,,,1,,,,Installed\locations\AtlantaMP_2014\1.28,North America,,0,AtlantaMP_KT_C,,,,,,AtlantaMP_KT_C,AAA9999,United States,271593472,,Atlantamp Kt C
AtlantaMP_RT,,,0,,,,,1.28,3,,,,1,,,,Installed\locations\AtlantaMP_2014\1.28,North America,,0,AtlantaMP_RT,,,,,,AtlantaMP_RT,AAA9999,United States,271593472,,Atlantamp Rt
BARBAGALLO,,,2,,,,,2.3,2,Nibiru,,,1,,,,Installed\locations\barbagallo_v2.3\2.3,Oceania,,55,BARBAGALLO,,,,,Permanent,BARBAGALLO,,Australia,271593472,,Barbagallo
BARBAGALLO_SHORT,,,2,,,,,2.3,2,Nibiru,,,1,,,,Installed\locations\barbagallo_v2.3\2.3,Oceania,,55,BARBAGALLO_SHORT,,,,,Permanent,BARBAGALLO_SHORT,,Australia,271593472,,Barbagallo Short
BATHURST12h2016,,,3,2016,2010-,,,3,2,,,,1,,,,Installed\locations\bathurst_2016_v3\3.0,Oceania,,57,BATHURST12h2016,,,,,Temporary,BATHURST12h2016,,Australia,3149824,,Bathurst 12H
BATHURST2016,,,3,2016,2010-,,,3,2,,,,1,,,,Installed\locations\bathurst_2016_v3\3.0,Oceania,,57,BATHURST2016,,,,,Temporary,BATHURST2016,,Australia,3149824,,Bathurst
birminghamsuperprix,,,2,,,,,0.1,2,rf1 to rf2   philrob update,,,1,,,,Installed\locations\Birminghamsuperprix\0.10,Europe,,57,birminghamsuperprix,,,,,Temporary,birminghamsuperprix,1412,United Kingdom,2101248,,Birmingham Superprix
BLACKWOOD_CL,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_CL,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_CL,,United Kingdom,271593472,,Blackwood Cl
BLACKWOOD_CL_REV,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_CL_REV,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_CL_REV,,United Kingdom,271593472,,Blackwood Cl Rev
BLACKWOOD_GR,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_GR,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_GR,,United Kingdom,271593472,,Blackwood Gr
BLACKWOOD_GR_Rev,,,2,,,,,DX11a,2,Leonardo1962,,,1,,,,Installed\locations\Blackwood\DX11a,Europe,,55,BLACKWOOD_GR_Rev,,https://forum.studio-397.com/index.php?find-new/757770/posts,,,Permanent,BLACKWOOD_GR_Rev,,United Kingdom,271593472,,Blackwood Gr Rev
